query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
"market, Skopje, North Macedonia",Fresh Market & delivery,,Fruit and vegetable store,Fruit and vegetable store,Fruit and Vegetable Shop,+389 75 455 446,"Pandil Shishkov 4, Skopje 1000",Aerodrom,Pandil Shishkov 4,Skopje,1000,,,Republic of North Macedonia,MK,41.9846792,21.4522287,Europe/Skopje,,FALSE,5,1,"https://search.google.com/local/reviews?placeid=ChIJfSXe7mAVVBMRsHYtTGL7ijY&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0,0,0,0,1,7,https://lh5.googleusercontent.com/p/AF1QipPgwEzwaIPwEzRNeB8DY3Ni70yHaEIVq2Mjgh8Y=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPgwEzwaIPwEzRNeB8DY3Ni70yHaEIVq2Mjgh8Y=w1600-h1000-k-no,,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}",Monday: 8AM-9PM | Tuesday: 8AM-9PM | Wednesday: 8AM-9PM | Thursday: 8AM-9PM | Friday: 8AM-9PM | Saturday: 8AM-9PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}}",,,https://lh3.googleusercontent.com/-Q5VwSyarN24/AAAAAAAAAAI/AAAAAAAAAAA/LRv5eMMIaBI/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.06E+20,Fresh Market & delivery,https://www.google.com/maps/contrib/105816637944172373169,,,,,"https://www.google.com/maps/place/Fresh+Market+%26+delivery/@41.984679199999995,21.4522287,14z/data=!4m8!1m2!2m1!1sFresh+Market+%26+delivery!3m4!1s0x13541560eede257d:0x368afb624c2d76b0!8m2!3d41.984679199999995!4d21.4522287",ChIJfSXe7mAVVBMRsHYtTGL7ijY,0x13541560eede257d:0x368afb624c2d76b0,3.93E+18,3.93E+18,
"market, Skopje, North Macedonia",Game On It Market,https://www.facebook.com/GameONITMarket/,Electronics store,"Electronics store, Cell phone store",Electronics Retail and Repair Shop,+389 70 339 993,"MK, ??????? 1, 1000",Karposh,"MK, ??????? 1",Skopje,1000,,,Republic of North Macedonia,MK,41.9978689,21.4047183,Europe/Skopje,,FALSE,5,1,"https://search.google.com/local/reviews?placeid=ChIJ4SHbHhgVVBMRtHFeRZ7hATU&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0,0,0,0,1,27,https://lh5.googleusercontent.com/p/AF1QipP7LXvd5lb69bPpjRkCrJNR6vtTOupp2hfXOjyi=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP7LXvd5lb69bPpjRkCrJNR6vtTOupp2hfXOjyi=w1600-h1000-k-no,,"{""Monday"": ""11AM-7PM"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""11AM-7PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-7PM"", ""Saturday"": ""11AM-7PM"", ""Sunday"": ""Closed""}",Monday: 11AM-7PM | Tuesday: 11AM-7PM | Wednesday: 11AM-7PM | Thursday: 11AM-7PM | Friday: 11AM-7PM | Saturday: 11AM-7PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""Kerbside pickup"": true, ""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": false}, ""Offerings"": {""Assembly service"": true, ""Repair services"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Recycling"": {""Electronics"": true}, ""Payments"": {""Cash only"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,https://lh6.googleusercontent.com/-Qa_IQoKTnTk/AAAAAAAAAAI/AAAAAAAAAAA/OkZQqZ4KMjo/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.15E+20,Game On It Market,https://www.google.com/maps/contrib/115197058307613692860,,,,,"https://www.google.com/maps/place/Game+On+It+Market/@41.9978689,21.4047183,14z/data=!4m8!1m2!2m1!1sGame+On+It+Market!3m4!1s0x135415181edb21e1:0x3501e19e455e71b4!8m2!3d41.9978689!4d21.4047183",ChIJ4SHbHhgVVBMRtHFeRZ7hATU,0x135415181edb21e1:0x3501e19e455e71b4,3.82E+18,3.82E+18,
"market, Skopje, North Macedonia",ADING MARKET,http://www.ading.com.mk/,Building materials store,Building materials store,?????????? ?? ???????? ??????????,+389 2 205 0981,"285R+737, Kuzman Shapkarev, Skopje 1000",Gjorche Petrov,"285R+737, Kuzman Shapkarev",Skopje,1000,,,Republic of North Macedonia,MK,42.0081512,21.3401592,Europe/Skopje,,FALSE,4.5,63,"https://search.google.com/local/reviews?placeid=ChIJV83vuMkTVBMR1DxpZZKixi8&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 1, ""2"": 1, ""3"": 6, ""4"": 13, ""5"": 42}",1,1,6,13,42,6,https://lh5.googleusercontent.com/p/AF1QipPEUWfu-7G4CJjNN6nHaJv034Erlzs6zu7kjWS-=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPEUWfu-7G4CJjNN6nHaJv034Erlzs6zu7kjWS-=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-8PM"", ""Tuesday"": ""7:30AM-8PM"", ""Wednesday"": ""7:30AM-8PM"", ""Thursday"": ""7:30AM-8PM"", ""Friday"": ""7:30AM-8PM"", ""Saturday"": ""7:30AM-3PM"", ""Sunday"": ""Closed""}",Monday: 7:30AM-8PM | Tuesday: 7:30AM-8PM | Wednesday: 7:30AM-8PM | Thursday: 7:30AM-8PM | Friday: 7:30AM-8PM | Saturday: 7:30AM-3PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store pick-up"": true, ""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,,,FALSE,,ADING MARKET,,,,,,"https://www.google.com/maps/place/ADING+MARKET/@42.0081512,21.3401592,14z/data=!4m8!1m2!2m1!1sADING+MARKET!3m4!1s0x135413c9b8efcd57:0x2fc6a29265693cd4!8m2!3d42.0081512!4d21.3401592",ChIJV83vuMkTVBMR1DxpZZKixi8,0x135413c9b8efcd57:0x2fc6a29265693cd4,3.44E+18,3.44E+18,
"market, Skopje, North Macedonia",ZOO-Pet Market,https://www.facebook.com/yahoo.com.mk/,Pet store,Pet store,Pet Shop,+389 72 249 550,"Karposh, Skopje Skopje MK, 1000",Karposh,"Karposh, Skopje Skopje MK",Skopje,1000,,,Republic of North Macedonia,MK,41.9949363,21.3956666,Europe/Skopje,,FALSE,5,5,"https://search.google.com/local/reviews?placeid=ChIJ419COqAVVBMRf5Fi8CpmbRI&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 5}",0,0,0,0,5,26,https://lh5.googleusercontent.com/p/AF1QipPC2ACNS4cCqBM0Wzzb6PaRySZ41lmqjg5Fcvup=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPC2ACNS4cCqBM0Wzzb6PaRySZ41lmqjg5Fcvup=w1600-h1000-k-no,,"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10:30AM-8PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""Closed""}",Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10:30AM-8PM | Saturday: 10AM-6PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true}}",,,https://lh6.googleusercontent.com/-INVFa5wbSls/AAAAAAAAAAI/AAAAAAAAAAA/gPfI5M0LH8s/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.18E+20,ZOO-Pet Market,https://www.google.com/maps/contrib/118087102507233636320,,,,,"https://www.google.com/maps/place/ZOO-Pet+Market/@41.9949363,21.3956666,14z/data=!4m8!1m2!2m1!1sZOO-Pet+Market!3m4!1s0x135415a03a425fe3:0x126d662af062917f!8m2!3d41.9949363!4d21.3956666",ChIJ419COqAVVBMRf5Fi8CpmbRI,0x135415a03a425fe3:0x126d662af062917f,1.33E+18,1.33E+18,
"market, Skopje, North Macedonia",Saveada Auto Market,,Auto market,Auto market,Auto market,+389 78 386 386,"XFXP+QV5, Blagoja Stefkovski, Skopje 1000",Gazi Baba,"XFXP+QV5, Blagoja Stefkovski",Skopje,1000,,,Republic of North Macedonia,MK,41.9993923,21.4872193,Europe/Skopje,,FALSE,3.5,35,"https://search.google.com/local/reviews?placeid=ChIJLYpDVM0_VBMRjCk_eyZ-86k&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 7, ""2"": 2, ""3"": 8, ""4"": 4, ""5"": 14}",7,2,8,4,14,15,https://lh5.googleusercontent.com/p/AF1QipNJDzSOJ1ZEE4keR9LXJzK0kumULacYKFlJAc-0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNJDzSOJ1ZEE4keR9LXJzK0kumULacYKFlJAc-0=w1600-h1000-k-no,,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""8AM-4PM""}",Monday: 9AM-5PM | Tuesday: 9AM-5PM | Wednesday: 9AM-5PM | Thursday: 9AM-5PM | Friday: 9AM-5PM | Saturday: 9AM-5PM | Sunday: 8AM-4PM,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,,,FALSE,,Saveada Auto Market,,,,,,"https://www.google.com/maps/place/Saveada+Auto+Market/@41.9993923,21.4872193,14z/data=!4m8!1m2!2m1!1sSaveada+Auto+Market!3m4!1s0x13543fcd54438a2d:0xa9f37e267b3f298c!8m2!3d41.9993923!4d21.4872193",ChIJLYpDVM0_VBMRjCk_eyZ-86k,0x13543fcd54438a2d:0xa9f37e267b3f298c,1.22E+19,-6.20E+18,
"market, Skopje, North Macedonia",Vertus Market,,Home goods store,Home goods store,?????????? ?? ????????? ?? ????,+389 70 242 576,"Kozle 85, Skopje 1000",Karposh,Kozle 85,Skopje,1000,,,Republic of North Macedonia,MK,41.994472,21.396732,Europe/Skopje,,FALSE,4.4,10,"https://search.google.com/local/reviews?placeid=ChIJZVTD7hMUVBMRW539Ki_MIWQ&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 0, ""5"": 8}",1,0,1,0,8,15,https://lh5.googleusercontent.com/p/AF1QipNO7CQGex8md8XSCfPT6iXg9t3j3BCsSxp2WULw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNO7CQGex8md8XSCfPT6iXg9t3j3BCsSxp2WULw=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-8PM"", ""Tuesday"": ""7:30AM-8PM"", ""Wednesday"": ""7:30AM-8PM"", ""Thursday"": ""7:30AM-8PM"", ""Friday"": ""7:30AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""9AM-12PM""}",Monday: 7:30AM-8PM | Tuesday: 7:30AM-8PM | Wednesday: 7:30AM-8PM | Thursday: 7:30AM-8PM | Friday: 7:30AM-8PM | Saturday: 9AM-4PM | Sunday: 9AM-12PM,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true}}",,,https://lh4.googleusercontent.com/-Roncxy4UquQ/AAAAAAAAAAI/AAAAAAAAAAA/3MKS8krK8R0/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.06E+20,Vertus Market,https://www.google.com/maps/contrib/106286389135884763162,,,,,"https://www.google.com/maps/place/Vertus+Market/@41.994471999999995,21.396732,14z/data=!4m8!1m2!2m1!1sVertus+Market!3m4!1s0x13541413eec35465:0x6421cc2f2afd9d5b!8m2!3d41.994471999999995!4d21.396732",ChIJZVTD7hMUVBMRW539Ki_MIWQ,0x13541413eec35465:0x6421cc2f2afd9d5b,7.22E+18,7.22E+18,
"market, Skopje, North Macedonia",Vero Supermarket - AMSM,http://vero.com.mk/,Supermarket,Supermarket,???????????,+389 2 322 0244,"Mitropolit Teodosij Gologanov 51, Skopje 1000",Centar,Mitropolit Teodosij Gologanov 51,Skopje,1000,,,Republic of North Macedonia,MK,41.9949263,21.4208134,Europe/Skopje,,FALSE,4.3,335,"https://search.google.com/local/reviews?placeid=ChIJ55tSjEkUVBMR_wqSKvrHPoQ&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 17, ""2"": 11, ""3"": 35, ""4"": 78, ""5"": 194}",17,11,35,78,194,30,https://lh5.googleusercontent.com/p/AF1QipMW3dKySdpPP1pamJh_r7EoWH4gRV-7huxSNUMP=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMW3dKySdpPP1pamJh_r7EoWH4gRV-7huxSNUMP=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""7:30AM-10PM"", ""Sunday"": ""Closed""}",Monday: 7:30AM-10PM | Tuesday: 7:30AM-10PM | Wednesday: 7:30AM-10PM | Thursday: 7:30AM-10PM | Friday: 7:30AM-10PM | Saturday: 7:30AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Recycling"": {""Batteries"": true}}",,,,,FALSE,,Vero Supermarket - AMSM,,,,,,"https://www.google.com/maps/place/Vero+Supermarket+-+AMSM/@41.994926299999996,21.4208134,14z/data=!4m8!1m2!2m1!1sVero+Supermarket+-+AMSM!3m4!1s0x135414498c529be7:0x843ec7fa2a920aff!8m2!3d41.994926299999996!4d21.4208134",ChIJ55tSjEkUVBMR_wqSKvrHPoQ,0x135414498c529be7:0x843ec7fa2a920aff,9.53E+18,-8.92E+18,
"market, Skopje, North Macedonia",Macedonian Stock Exchange Inc.,https://www.mse.mk/,Stock exchange building,Stock exchange building,Stock exchange building,+389 2 312 2055,"Orce Nikolov 75, Skopje 1000",Centar,Orce Nikolov 75,Skopje,1000,,,Republic of North Macedonia,MK,42.0002288,21.4252456,Europe/Skopje,,FALSE,3.7,6,"https://search.google.com/local/reviews?placeid=ChIJYSpKA00UVBMRERHzGYNlkUc&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 2, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 4}",2,0,0,0,4,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-5Hh91I1NqAsTeUhLcyqVQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=242.57213&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipMnKhxRqo0eB2exL03Ut2gMQ4oXPZ5FeZ0aC09d=w1600-h1000-k-no,,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday: 8AM-4PM | Tuesday: 8AM-4PM | Wednesday: 8AM-4PM | Thursday: 8AM-4PM | Friday: 8AM-4PM | Saturday: Closed | Sunday: Closed,,,OPERATIONAL,{},,,,,FALSE,,Macedonian Stock Exchange Inc.,,,,,,"https://www.google.com/maps/place/Macedonian+Stock+Exchange+Inc./@42.000228799999995,21.4252456,14z/data=!4m8!1m2!2m1!1sMacedonian+Stock+Exchange+Inc.!3m4!1s0x1354144d034a2a61:0x4791658319f31111!8m2!3d42.000228799999995!4d21.4252456",ChIJYSpKA00UVBMRERHzGYNlkUc,0x1354144d034a2a61:0x4791658319f31111,5.16E+18,5.16E+18,
"market, Skopje, North Macedonia",Herba Market Skopje,,Hair extensions supplier,Hair extensions supplier,Hair extensions supplier,+389 75 410 296,"Veniamin Machukovski 2-3/2, Skopje 1000",Aerodrom,Veniamin Machukovski 2-3/2,Skopje,1000,,,Republic of North Macedonia,MK,41.9877564,21.4447199,Europe/Skopje,,FALSE,,,,,,,,,,,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a2hUxXMIrdW-gmrOKWISCA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=33.297306&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a2hUxXMIrdW-gmrOKWISCA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=33.297306&pitch=0&thumbfov=100,,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-1PM"", ""Sunday"": ""Closed""}",Monday: 8AM-4PM | Tuesday: 8AM-4PM | Wednesday: 8AM-4PM | Thursday: 8AM-4PM | Friday: 8AM-4PM | Saturday: 8AM-1PM | Sunday: Closed,,,OPERATIONAL,{},,,https://lh4.googleusercontent.com/-OvUKbacO-AM/AAAAAAAAAAI/AAAAAAAAAAA/f1eev-1ikJI/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.06E+20,Herba Market Skopje,https://www.google.com/maps/contrib/105630840328795833587,,,,,"https://www.google.com/maps/place/Herba+Market+Skopje/@41.987756399999995,21.4447199,14z/data=!4m8!1m2!2m1!1sHerba+Market+Skopje!3m4!1s0x1354152201700cbf:0x7b0d01998c2009a4!8m2!3d41.987756399999995!4d21.4447199",ChIJvwxwASIVVBMRpAkgjJkBDXs,0x1354152201700cbf:0x7b0d01998c2009a4,8.87E+18,,
"market, Skopje, North Macedonia",Platamonas Fish,http://www.platamonasfish.mk/,Seafood market,Seafood market,????? ?? ?????? ?????,+389 2 307 2308,"MK, Mitropolit Teodosij Gologanov 112 n, Skopje 1000",Karposh,"MK, Mitropolit Teodosij Gologanov 112 n",Skopje,1000,,,Republic of North Macedonia,MK,41.9978843,21.3947867,Europe/Skopje,,FALSE,4.5,75,"https://search.google.com/local/reviews?placeid=ChIJXRTJ84UVVBMRFPd-o2S882o&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 1, ""2"": 5, ""3"": 3, ""4"": 9, ""5"": 57}",1,5,3,9,57,61,https://lh5.googleusercontent.com/p/AF1QipOooZcWXJ5wqyLagon7UajyPnySV5rAw1rq615C=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOooZcWXJ5wqyLagon7UajyPnySV5rAw1rq615C=w1600-h1000-k-no,,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",Monday: 10AM-6PM | Tuesday: 10AM-6PM | Wednesday: 10AM-6PM | Thursday: 10AM-6PM | Friday: 10AM-6PM | Saturday: 8AM-4PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,https://lh6.googleusercontent.com/-WWg-88x2HwE/AAAAAAAAAAI/AAAAAAAAAAA/adNa2HnP-iU/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.10E+20,Platamonas Fish,https://www.google.com/maps/contrib/110244788360925441141,,,,,"https://www.google.com/maps/place/Platamonas+Fish/@41.997884299999996,21.394786699999997,14z/data=!4m8!1m2!2m1!1sPlatamonas+Fish!3m4!1s0x13541585f3c9145d:0x6af3bc64a37ef714!8m2!3d41.997884299999996!4d21.394786699999997",ChIJXRTJ84UVVBMRFPd-o2S882o,0x13541585f3c9145d:0x6af3bc64a37ef714,7.71E+18,7.71E+18,
"market, Skopje, North Macedonia",Tinex Delicatessen,https://www.facebook.com/DelicatessenTinex/,Supermarket,Supermarket,???????????,+389 71 340 785,"Todor Aleksandrov Parking Garage, Vasil Glavinov 14, Skopje 1000",Centar,"Todor Aleksandrov Parking Garage, Vasil Glavinov 14",Skopje,1000,,,Republic of North Macedonia,MK,41.9932456,21.4287099,Europe/Skopje,,FALSE,4.5,188,"https://search.google.com/local/reviews?placeid=ChIJJx0nObUVVBMRg2mjMPDpleE&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 7, ""2"": 3, ""3"": 12, ""4"": 34, ""5"": 132}",7,3,12,34,132,27,https://lh5.googleusercontent.com/p/AF1QipPUxe66m2i39eveVRKkJ_2--alJrB8evQzatfXD=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPUxe66m2i39eveVRKkJ_2--alJrB8evQzatfXD=w1600-h1000-k-no,,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}",Monday: 8AM-10PM | Tuesday: 8AM-10PM | Wednesday: 8AM-10PM | Thursday: 8AM-10PM | Friday: 8AM-10PM | Saturday: 8AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Payments"": {""Cheques"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,https://lh5.googleusercontent.com/-P_zJy0CJi1c/AAAAAAAAAAI/AAAAAAAAAAA/z6FsEv_nKyk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.15E+20,Tinex Delicatessen,https://www.google.com/maps/contrib/115283989550908275123,,,,,"https://www.google.com/maps/place/Tinex+Delicatessen/@41.9932456,21.428709899999998,14z/data=!4m8!1m2!2m1!1sTinex+Delicatessen!3m4!1s0x135415b539271d27:0xe195e9f030a36983!8m2!3d41.9932456!4d21.428709899999998",ChIJJx0nObUVVBMRg2mjMPDpleE,0x135415b539271d27:0xe195e9f030a36983,1.63E+19,-2.19E+18,
"market, Skopje, North Macedonia",Bolero Pinguin,,Grocery store,"Grocery store, Greengrocer",???????????,+389 70 204 477,"MK, Kosturski Heroi 42/1, Skopje 1000",Centar,"MK, Kosturski Heroi 42/1",Skopje,1000,,,Republic of North Macedonia,MK,41.9977915,21.4169703,Europe/Skopje,,FALSE,4.4,5,"https://search.google.com/local/reviews?placeid=ChIJ9w8HG9sVVBMRkpsw-1dTw30&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 3}",0,0,1,1,3,54,https://lh5.googleusercontent.com/p/AF1QipMkEE3KCCZs0AtFa--srbYq2na-erQlKSVetczK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMkEE3KCCZs0AtFa--srbYq2na-erQlKSVetczK=w1600-h1000-k-no,,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""8AM-5PM""}",Monday: 7AM-9PM | Tuesday: 7AM-9PM | Wednesday: 7AM-9PM | Thursday: 7AM-9PM | Friday: 7AM-9PM | Saturday: 7AM-9PM | Sunday: 8AM-5PM,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}}",,,https://lh5.googleusercontent.com/-nDe_TOd48js/AAAAAAAAAAI/AAAAAAAAAAA/8wzCPdcTuy8/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.12E+20,Bolero Pinguin,https://www.google.com/maps/contrib/111868975451904682305,,,,,"https://www.google.com/maps/place/Bolero+Pinguin/@41.9977915,21.4169703,14z/data=!4m8!1m2!2m1!1sBolero+Pinguin!3m4!1s0x135415db1b070ff7:0x7dc35357fb309b92!8m2!3d41.9977915!4d21.4169703",ChIJ9w8HG9sVVBMRkpsw-1dTw30,0x135415db1b070ff7:0x7dc35357fb309b92,9.06E+18,9.06E+18,
"market, Skopje, North Macedonia",Stokomak,https://www.facebook.com/stokomak.diskont/,Grocery store,Grocery store,???????????,+389 2 277 1078,"????? ?????? 21, Skopje 1000",Centar,????? ?????? 21,Skopje,1000,,,Republic of North Macedonia,MK,41.9994668,21.4211942,Europe/Skopje,,FALSE,4.2,325,"https://search.google.com/local/reviews?placeid=ChIJtcPJo04UVBMRKGvAVf5cS9I&q=market,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 13, ""2"": 11, ""3"": 48, ""4"": 81, ""5"": 172}",13,11,48,81,172,10,https://lh5.googleusercontent.com/p/AF1QipPGcVbKUUdRBLqGB3bYm6jCCbi-kTGUZlmhHW7t=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPGcVbKUUdRBLqGB3bYm6jCCbi-kTGUZlmhHW7t=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""Closed""}",Monday: 7:30AM-9:30PM | Tuesday: 7:30AM-9:30PM | Wednesday: 7:30AM-9:30PM | Thursday: 7:30AM-9:30PM | Friday: 7:30AM-9:30PM | Saturday: 7:30AM-9:30PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}}",,,,,FALSE,,Stokomak,,,,,,"https://www.google.com/maps/place/Stokomak/@41.9994668,21.4211942,14z/data=!4m8!1m2!2m1!1sStokomak!3m4!1s0x1354144ea3c9c3b5:0xd24b5cfe55c06b28!8m2!3d41.9994668!4d21.4211942",ChIJtcPJo04UVBMRKGvAVf5cS9I,0x1354144ea3c9c3b5:0xd24b5cfe55c06b28,1.52E+19,-3.29E+18,
